특허명,출원일자,등록일자,출원국
방송 서비스 제공 장치 및 방법,2017-12-11,2022-09-13,대한민국
오류 벡터 크기 계산을 기반으로 한 데이터 압축 및 복원 장치와 그 방법,2017-12-05,2022-05-03,대한민국
오류벡터크기 계산을 기반으로 한 데이터 압축 및 복원 방법 및 장치,2018-10-12,2020-02-18,미국
압축 데이터 송수신 방법 및 이를 위한 장치,2017-12-06,2022-04-18,대한민국
I/Q 데이터 압축 장치 및 방법,2018-12-04,2019-11-05,미국
비접촉식 초음파 촉감 디스플레이 시스템에 있어서 다중 초음파 변환기 배열을 이용한 다중 초점 생성 장치 및 방법,2017-11-21,2022-06-13,대한민국
신축성 디스플레이,2018-01-17,2021-10-19,대한민국
스트레처블 전자소자 구조 및 제조 방법,2018-11-29,2020-08-11,미국
"병렬 처리를 위한 움직임 정보를 처리하는 영상 처리 방법, 그를 이용한 영상 복호화, 부호화 방법 및 그 장치",2022-01-04,2022-08-24,대한민국
"[FVC] 향상된 산술부호화를 제공하는 영상 처리 방법, 그를 이용한 영상 복호화, 부호화 방법 및 그 장치",2019-09-30,2022-02-25,중국
"향상된 산술부호화를 제공하는 영상 처리 방법, 그를 이용한 영상 복호화, 부호화 방법 및 그 장치",2017-03-31,2022-06-23,대한민국
"[FVC] 향상된 산술부호화를 제공하는 영상 처리 방법, 그를 이용한 영상 복호화, 부호화 방법 및 그 장치",2019-09-13,2021-08-31,미국
디버깅을 위한 네트워크를 포함하는 시스템 온 칩,2018-09-13,2022-03-16,대한민국
IP 검증을 위한 진단가능 네트워크온칩 구조,2019-08-30,2022-10-11,미국
시멘틱 공격그래프 생성 방법 및 장치,2018-09-21,2020-08-06,대한민국
마이크로 디스플레이,2019-01-17,2021-05-20,대한민국
계층형 엔진 프레임워크에 기반한 크로스 도메인 워크플로우 제어 시스템 및 방법,2018-12-24,2022-08-18,대한민국
HLBP 디스크립터 정보를 이용한 시차 최소화 스티칭 장치 및 방법,2018-10-23,2022-04-01,대한민국
HLBP 디스크립터 정보를 이용한 시차 최소화 스티칭 장치 및 방법,2019-10-11,2021-04-27,미국
표면활성화와 미세유체시스템을 활용한 낮은 이력현상 및 고민감도의 다공성 압력센서 제작,2018-08-10,2021-03-26,대한민국
디지털코드분광기법을 이용한 고감도 분광 장치 및 이의 측정 방법,2019-03-14,2020-08-11,미국
수동형 광액세스망에서 저지연으로 데이터를 전송하는 방법,2019-07-05,2020-11-03,미국
SML 비용함수 및 가설검증을 고려한 신호개수 추정 방법 및 장치,2018-09-20,2022-11-24,대한민국
대기 내 형성되는 덕트층을 활용하는 비가시거리 통신 방법,2018-11-12,2022-10-17,대한민국
카메라 기반 영상 촬영을 통한 자동번역에서의 번역범위 결정 장치 및 방법,2019-11-13,2022-09-06,미국
시간율을 고려한 이동통신 시스템이 고정 시스템에 미치는 간섭 영향 평가 방법 및 장치,2018-10-18,2020-07-14,대한민국
정보의 질을 높이기 위한 정보 공유 기반 정보 이전 방법 및 그 장치,2017-09-13,2019-12-31,대한민국
우선 순위 기반의 최적 에너지 분배 방법 및 그 시스템,2017-12-15,2019-12-24,미국
오프 그리드에서의 블랙아웃 방지를 위한 파워 할당 시스템 및 방법,2017-09-01,2022-09-15,대한민국
가상 생산 시스템을 위한 가상 장비 등록 방법 및 장치,2018-02-01,2022-04-18,대한민국
차량 긴급 구난 체계에서 사용하기 위한 최소 사고 정보를 생성하는 장치 및 그 방법,2017-07-03,2021-03-23,대한민국
전도성 금속 페이스트,2017-07-10,2022-03-04,대한민국
메타물질 기반 광 흡수체,2017-09-12,2021-09-27,대한민국
진공 밀봉 튜브 및 이를 포함하는 엑스선 소스,2018-02-12,2019-11-01,대한민국
진공 밀봉튜브 기반 자기렌즈 집속 엑스선원,2018-02-26,2020-02-11,미국
열전소자,2017-09-12,2021-11-22,대한민국
부채널 분석 방지를 위한 화이트박스 암호 방법 및 장치,2017-03-29,2022-05-10,대한민국
구름 방출률 차이를 이용한 구름 온도 추정 방법 및 장치,2017-02-27,2018-03-07,대한민국
M-PLP 타임 인터리버 구성,2017-04-11,2020-10-27,캐나다
M-PLP 타임 인터리버 구성,2017-04-12,2020-01-29,멕시코
M-PLP 타임 인터리버 구성,2017-04-10,2019-11-12,미국
M-PLP 타임 인터리버 구성,2019-10-04,2021-02-23,미국
소수체 나눗셈 연산 장치 및 그 방법,2017-04-27,2021-06-29,대한민국
위상 배열 수신 장치,2017-06-07,2020-11-05,대한민국
수동 주파수 혼합기를 이용한 위상 배열 수신기 구조,2018-03-14,2019-07-30,미국
지능형 방송 서비스를 제공하는 방법 및 그 장치,2018-03-08,2020-11-24,대한민국
돌기가 형성된 롤러의 압착 동작에 의한 용액 이송 방법,2018-02-23,2020-10-20,미국
대체 텍스트 생성 장치 및 그 방법,2017-08-31,2019-10-01,대한민국
DC-DC 컨버터 및 이의 구동 방법,2017-09-04,2022-03-21,대한민국
재구성 가능한 듀얼 인덕터를 포함하는 장치 및 그것의 다중 출력 전원 제어 방법,2018-03-06,2020-10-27,미국
대용량 데이터 전송을 위한 방법 및 장치,2017-09-04,2022-03-15,대한민국
사이클릭-슈퍼프레임을 이용한 피어 장치간 통신 방법 및 장치,2018-03-20,2022-11-14,대한민국
사이클릭 슈퍼프레임을 이용한 피어 인식 네트워크의 미디어 액세스 제어 방법,2018-03-20,2020-03-31,미국
블록 형태에 기반한 예측 방법 및 장치,2018-03-22,2021-10-01,대한민국
마이크로디스플레이의 유기 발광 표시 장치 화소 구조,2019-11-12,2022-08-30,미국
심층 신경망 기반 영상 내 압축 포아송 잡음 제거 기법 및 장치,2020-08-06,2022-08-30,미국
"DSM을 이용한 부스트 DC-DC 변환기, 부스트 DC-DC 변환기를 위한 듀티비 제어기 및 이를 구성하는 방법",2019-08-02,2022-10-05,대한민국
화이트박스 암호화를 이용한 PUF 기반 사물인터넷 디바이스 인증 장치 및 방법,2019-08-01,2022-02-15,대한민국
화이트박스 암호를 이용한 PUF 기반의 사물인터넷 디바이스 인증 기법,2020-04-22,2022-05-10,미국
압력 감응 표시 장치,2020-02-05,2022-04-26,대한민국
압력 감응 표시 장치,2020-02-05,2022-04-26,대한민국
적산 계량기의 순시 값 추출 장치 및 방법,2019-08-02,2021-03-25,대한민국
"계층 분할 다중화 시스템의 변조 및 복조 방법, 및 수신기",2019-06-17,2022-05-25,대한민국
진폭 변조 기반 3계층 계층 분할 다중화 변조 방법,2020-02-21,2021-01-12,미국
이동체 자율주행을 위한 인공표식 기반의 위치인식 방법 및 이를 위한 장치,2020-01-21,2021-11-05,대한민국
이동통신 시스템에서 핸드오버 동안의 저지연 데이터 전송 방법 및 이를 위한 장치,2020-03-26,2020-09-21,대한민국
이동통신 시스템에서 핸드오버 동안 저지연 데이터 전달 방법,2020-04-14,2021-12-21,미국
"화재 관제 장치 및 이를 이용한 화재 대응 방법, 그리고 화재 관제 시스템",2019-07-11,2022-06-30,대한민국
가변형 지그 및 이의 동작방법,2019-03-15,2019-10-21,대한민국
기계학습을 이용한 재난방송 신호 검출 장치 및 방법,2020-05-08,2022-08-02,미국
통신 시스템에서 비밀키를 사용한 통신 방법 및 장치,2019-12-03,2022-09-22,대한민국
반도체 소자 제조방법,2019-09-03,2022-05-27,대한민국
밀집 연결된 하이브리드 뉴럴 네트워크를 이용한 음성 처리 장치 및 방법,2020-05-07,2022-10-25,대한민국
멀티 베이 안테나 장치 및 그 동작 방법,2019-12-10,2022-10-04,대한민국
과거 데이터에 기초한 시계열 예측 방법 및 장치,2019-08-08,2022-11-14,대한민국
데이터 패킷의 버스트의 길이에 기초하여 변복조를 수행하는 변복조기 및 상기 복조기가 수행하는 방법,2018-02-22,2022-10-18,대한민국
패킷 길이에 따른 수신신호 복원 장치,2018-06-25,2020-04-28,미국
서비스 존 기반의 계층적 합의 방법 및 장치,2017-12-11,2022-03-18,대한민국
광 빗살 발생 장치 및 이를 포함하는 분광기,2018-03-07,2022-10-06,대한민국
중적외선 파장가변 이중 광빗살 발생기를 활용한 고속 분광기,2019-03-07,2020-12-01,미국
광 도파로 구조체,2018-01-15,2021-10-07,대한민국
2차원 분절 코아 구조를 겸비한 평판형 광 도파로,2018-12-10,2020-05-12,미국
콘솔 접속을 통한 보안 취약점 점검 장치 및 그 방법,2017-12-06,2020-12-23,대한민국
벡터화된 탐색 활용 병합 조인 가속화 방법,2018-11-16,2022-03-15,미국
방사선 치료 장치의 제어 장치 및 방법,2017-12-15,2019-05-03,대한민국
방사선 치료 장치,2017-12-15,2019-05-03,대한민국
(초)다시점 미디어의 라이브 스트리밍 방법 및 장치,2018-09-12,2020-03-24,대한민국
신속한 데이터 배포를 위한 디스플레이 기기간 연결 방법,2018-10-22,2020-10-27,미국
클라우드 서비스 브로커리지에 기반한 클라우드 서비스 제공 방법 및 장치 및 그 방법,2018-10-23,2020-11-03,미국
NFC 통신 기반의 네트워크 구성 방법 및 이를 수행하는 장치,2018-01-18,2022-07-27,대한민국
IPv6기반 NFC 단말장치 간 탐색에 따른 네트워크 구성 기법,2018-06-20,2020-07-21,미국
무선 화재 감지기 및 무선 화재 감지기를 포함하는 전자 시스템,2018-03-14,2022-06-17,대한민국
가변재구성 생산라인에서의 영상기반 바코드 인지 시스템 구성 및 그 방법,2018-10-24,2021-04-27,미국
감시 지역의 다층 감시 정보 생성 장치 및 방법,2017-12-14,2022-09-28,대한민국
AEO 인증 과정에서의 위험요소 관리 시스템 및 방법,2017-12-12,2022-07-05,대한민국
통신 시스템에서 전용 프리앰블에 기초한 연결 설정 방법 및 장치,2018-02-13,2022-08-19,대한민국
일차원 선형 안테나 어레이를 갖는 항공기에 의한 신호원의 삼차원 위치 추정 방법,2019-05-03,2022-11-08,미국
조제 자동화 장비 적용을 위한 정제약품 계수용 다면 광학 센서 모듈,2018-09-05,2020-09-16,대한민국
멀티모달 행위 검출 장치 및 방법,2017-12-22,2021-04-13,대한민국
발화 정지 시점을 고려한 발화 제어 방법 및 이를 위한 장치,2017-12-15,2020-10-20,대한민국
주파수 적정성 분석 시스템 및 그 방법,2017-12-29,2022-08-02,대한민국
중대형 네트워크의 학습을 위한 점진적인 학습 기반 정보 이전 방법 및 그 장치,2017-09-13,2019-12-31,대한민국
외국어 회화 학습 장치 및 방법,2018-09-28,2022-03-03,대한민국
딥러닝 학습 DB의 사생활 보호를 위한 얼굴 비식별화 기술 및 그 방법,2019-09-18,2021-03-16,미국
3D 포인트 클라우드 속성 정보 압축 방법 및 장치,2019-07-12,2021-10-19,미국
[VVC] 움직임 정보 예측을 사용하는 동영상 부호화 및 복호화에서 AMVOL을 생성하여 활용하는 방법과 장치,2021-02-15,2022-04-11,러시아
마이크로서비스 관리 장치 및 그 방법,2018-11-23,2021-05-24,대한민국
측면 무영 고속 스캐닝을 위한 광 프로브,2018-12-26,2021-06-29,미국
이동형 장치들의 소프트웨어 정의 네트워크 기반 신뢰 네트워크 구성을 위한 방법 및 장치,2018-08-20,2020-07-03,대한민국
"멀티모달 센서 데이터를 이용하여 수면 관련행위 패턴을 분석하는 시스템, 컴퓨팅 디바이스 및 방법",2018-10-04,2022-11-18,대한민국
위상 검출 방식의 링 발진기 구조를 이용한 비밀 정보 생성 장치,2019-10-16,2021-09-07,미국
모바일 주파수이용 분석방법 및 장치,2019-02-13,2021-06-29,미국
원심 분리 장치,2018-12-27,2022-07-21,대한민국
[VVC] AMVOL을 사용하는 동영상 부호화 및 복호화에서 움직임 정보 예측을 통해 AMVOL에 입력하는 방법과 장치,2021-03-05,2022-07-11,러시아
복제가 불가능한 디지털 식별값으로 식별 및 작동되는 자가소멸 장치 및 방법,2020-05-22,2022-06-06,일본
복제가 불가능한 디지털 식별값으로 식별 및 작동되는 자가소멸 장치 및 방법,2020-05-18,2021-06-01,미국
시운동 기반 동공 검출 및 동공 이동 추적 방법과 그 시스템,2019-08-29,2021-04-27,미국
향 시각화 장치 및 그 방법,2019-10-14,2022-01-11,미국
동일채널에서 AutoEncoder를 이용한 다중신호 송수신 장치 및 방법,2019-08-12,2021-06-29,미국
고체 전해질을 적용한 전고체 리튬이차전지 및 그의 제조방법,2018-08-10,2020-04-29,대한민국
[FVC] 블록 모양 기반 화면내 예측 방법 및 장치,2019-09-16,2022-03-22,미국
부하분산 장치 및 방법,2017-07-31,2021-12-28,대한민국
Physical random access channel (PRACH) and random access (RA) preamble format design for enabling single-beam and multi-beam operations with beam sweeping,2018-03-23,2020-03-31,미국
"Association among synchronization signal (SS) block, random access (RA) preamble resource, and beam-specific RA response (RAR) for single/multi-beam operations due to beam sweeping",2018-03-23,2020-10-27,미국
프로토콜 데이터 유닛 세션 앵커 장치의 재배치에 기초한 세션 관리 방법 및 상기 방법을 수행하는 장치,2017-12-07,2022-09-26,대한민국
상향링크 트래픽 구분모드에서 서비스 연속성을 지원하기 위한 장치 및 방법,2018-03-21,2020-02-25,미국
Synchronization signal burst set 구성 방법,2017-12-15,2020-06-30,미국
Non-3GPP 액세스 네트워크에서 단말 컨텍스트 해제 방법 및 이를 수행하는 네트워크 엔터티,2018-03-22,2020-10-16,대한민국
Non-3GPP 액세스 망에서 N2 Release 방법,2018-03-27,2020-03-03,미국
Non-3GPP 액세스 망에서 N2 Release 방법,2019-09-12,2021-05-04,미국
Non-3GPP 액세스 망에서 N2 Release 방법,2019-09-12,2021-06-29,미국
레이다 DoA 추정 시스템 및 방법,2017-10-11,2020-09-16,대한민국
고화질 360도 VR 미디어 방송서비스 수신방법 및 그 장치,2019-09-09,2020-11-24,미국
롤투롤 초저저항 투명전극 필름 제조장치,2018-04-13,2021-02-23,미국
재구성 델타 시그마 모듈레이터를 이용한 스위치 모드 파워 서플라이 및 이의 구동 방법,2017-07-18,2022-06-21,대한민국
재구성 DSM을 이용한 스위치 모드 파워 서플라이,2018-07-10,2019-09-17,미국
합성영상의 특징점 정보 처리 방법 및 장치,2017-10-16,2020-02-04,대한민국
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-11-28,2021-08-03,중국
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-11-28,2021-08-03,중국
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-12-14,2022-08-04,독일
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-12-14,2022-08-04,독일
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-12-03,2022-10-07,일본
"광투과도 조절 필름, 이를 형성하는 용액 조성물",2018-12-03,2022-10-07,일본
특정 지역의 통신 서비스 만족도 통계/예측을 위한 방법 및 절차,2020-05-07,2021-06-15,미국
